	Rora cKO-Skin-MC-Treg-Replicate1	Rora cKO-Skin-MC-Treg-Replicate2	Rora cKO-Skin-MC-Treg-Replicate3	Rora cKO-Skin-Treg-Replicate1	Rora cKO-Skin-Treg-Replicate2	Rora cKO-Skin-Treg-Replicate3	WT-LN-Treg-Replicate1	WT-LN-Treg-Replicate2	WT-LN-Treg-Replicate3	WT-Skin-MC-Treg-Replicate1	WT-Skin-MC-Treg-Replicate2	WT-Skin-MC-Treg-Replicate3	WT-Skin-Treg-Replicate1	WT-Skin-Treg-Replicate2	WT-Skin-Treg-Replicate3
Klk7	8	0	18	34	0	17	1	0	0	38	0	28	21	58	8
Klk8	2669	1857	1757	2188	1727	1865	2022	2456	1857	2564	2240	2215	1528	1484	1567
Klk9	4	7	8	4	0	12	9	5	9	5	5	8	8	2	0
Klkb1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klra1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
Klra10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra13-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra14-ps	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Klra15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra17	0	0	1	0	6	4	0	0	8	0	0	1	1	0	0
Klra18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra2	8	0	0	0	11	0	3	0	5	0	0	7	0	0	0
Klra21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Klra33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra7	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0
Klra8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Klra9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1	0	0	4	0	8	1	0	0	1	19	0	1	5	3	6
Klrb1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1a	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0
Klrb1b	2	20	25	14	12	8	0	0	13	31	51	10	1	0	72
Klrb1c	0	0	0	0	0	0	26	29	37	0	6	0	0	0	0
Klrb1f	33	17	16	75	100	41	64	95	99	19	20	25	28	31	23
Klrc1	64	320	148	145	125	31	13	3	39	195	124	114	56	44	4
Klrc2	2	5	1	0	1	1	0	0	2	5	0	0	0	0	0
Klrc3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Klrd1	40	38	20	29	33	10	13	21	94	23	13	39	3	10	18
Klre1	0	0	0	0	1	0	0	3	15	0	0	0	3	0	0
Klrg1	17854	9029	9054	11467	8327	11315	1036	1068	835	10960	10844	11265	7225	10388	6412
Klrg2	15	10	43	19	20	23	0	0	0	11	18	13	11	38	0
Klri1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5
Klri2	10	0	0	4	0	0	0	0	8	13	0	2	0	0	13
Klrk1	9	25	42	171	135	50	13	6	62	29	33	18	47	100	28
Kmo	25	0	3	6	23	0	88	99	367	7	13	18	0	23	13
Kmt2a	2585	2066	2368	3155	3231	4643	2186	1764	2712	3660	3897	2805	2514	4910	3099
Kmt2b	555	579	533	638	710	953	295	273	538	671	674	592	585	1333	524
Kmt2c	1231	1062	991	1732	1742	1991	2254	1957	2736	1331	1683	1644	1641	2173	1357
Kmt2d	4644	4202	3939	4579	5355	6277	5062	4319	7697	6430	6115	5489	4841	5458	4471
Kmt2e	13930	12746	11692	11717	16233	19548	9575	10484	9569	15950	13214	13864	13164	17530	10269
Kncn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kndc1	2	2	0	0	14	0	4	1	8	0	7	0	0	0	0
Kng1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knop1	541	361	414	434	237	396	787	991	918	644	922	572	355	494	333
Knstrn	303	309	251	223	115	180	389	633	1035	255	292	182	59	221	168
Kntc1	76	4	45	99	88	93	63	99	385	56	76	36	82	24	16
Kpna1	3773	2696	3132	3391	3981	4249	1796	1880	2052	4279	3782	5069	3706	1995	2980
Kpna2	7139	6184	5990	7261	7324	7724	3522	4613	8796	7528	7209	8471	6568	7622	6516
Kpna3	2290	1891	2059	1980	2420	2452	1649	2068	2493	3005	2563	2853	2235	1401	1839
Kpna4	2680	2514	2552	2713	3930	4275	2659	3150	3050	2868	3034	3331	3013	2932	2576
Kpna6	830	737	763	946	948	863	533	734	736	837	910	919	1002	997	683
Kpna7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Kpnb1	1148	942	882	1303	1231	1410	1098	1078	1618	1406	1405	1111	969	2003	1031
Kprp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kptn	270	115	204	287	246	280	533	618	601	320	272	184	287	389	196
Kras	2701	3048	3317	4220	4675	5065	2964	2339	1941	3589	4780	2053	3183	3985	3027
Krba1	156	241	295	167	180	328	713	842	794	294	307	287	180	344	158
Krcc1	1508	1335	1604	966	803	984	3379	4056	3109	1972	1441	1918	619	553	675
Kremen1	148	234	244	297	359	358	282	160	232	401	340	176	274	441	264
Kremen2	80	54	102	65	71	78	158	134	129	65	69	81	55	69	67
Kri1	397	410	271	318	427	216	705	806	832	471	405	422	295	425	264
Krit1	1742	1635	1488	1513	1467	1778	1945	1870	2131	2199	2339	2500	1181	1045	1314
Krr1	1077	983	925	896	1058	1267	1628	2002	1844	1166	1137	1090	1016	686	893
Krt1	3	0	16	17	15	7	5	7	6	9	6	34	3	17	2
Krt10	44	83	28	69	116	54	233	285	177	235	41	55	33	39	55
Krt12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt14	15	41	1550	2564	2475	513	0	0	1	1787	93	2964	1955	1314	113
Krt15	0	0	195	105	304	635	0	0	0	1158	33	1511	3988	37	35
Krt16	3	0	112	73	545	11	0	0	3	139	0	405	4	7	15
Krt17	12	2	493	279	1341	18	43	54	54	1746	138	1865	127	61	224
Krt18	144	125	136	160	290	290	15	26	17	296	186	127	263	261	171
Krt19	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0
Krt2	0	0	0	0	365	10	0	0	0	0	0	11	0	0	0
Krt20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Krt222	244	202	258	314	353	267	79	75	110	205	238	204	126	81	221
Krt23	3	0	0	0	0	0	0	0	0	0	0	1	0	1	27
Krt24	0	0	0	1	0	44	1	0	1	0	7	7	20	7	8
Krt25	0	0	2	64	0	0	0	0	0	0	0	0	0	0	294
Krt26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt27	0	0	0	83	0	0	0	0	0	0	0	4	11	0	147
Krt28	0	0	0	4	0	0	0	0	0	0	0	0	0	34	319
Krt31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
Krt32	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0
Krt33a	0	0	0	6	0	0	0	0	0	0	0	0	0	4	43
Krt33b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Krt35	0	0	0	11	0	0	0	0	0	0	0	0	0	0	368
Krt36	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Krt39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt42	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0
Krt5	11	5	352	109	607	209	0	1	0	819	48	839	1272	4	106
Krt6a	5	0	138	0	0	61	0	0	0	559	4	708	9	0	0
Krt6b	0	0	10	0	0	0	0	0	2	0	0	2	0	0	0
Krt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt71	0	0	0	148	0	0	0	0	0	0	0	0	6	6	714
Krt72	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1
Krt73	0	0	0	5	0	0	0	0	0	0	0	0	0	0	166
Krt74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt75	0	0	12	10	0	0	0	0	0	25	0	31	0	40	25
Krt76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt77	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Krt78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt79	1	0	341	1570	96	112	0	0	1	174	2	93	239	1006	5
Krt8	0	0	0	0	0	0	0	0	1	21	0	0	0	0	16
Krt80	1	4	21	3	41	0	3	0	6	24	0	21	39	0	7
Krt81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Krt82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Krt83	0	0	7	5	5	0	5	8	1	8	4	3	2	0	22
Krt84	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6
Krt85	0	0	1	1	0	0	2	1	0	2	4	1	1	3	96
Krt86	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9
Krt9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
Krtap10-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
Krtap12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Krtap14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Krtap15	0	0	0	0	0	0	0	0	0	0	0	2	0	9	20
