Gene stable ID	Transcript length (including UTRs and CDS)
ENSMUSG00000093065	65
ENSMUSG00000099172	61
ENSMUSG00000065405	71
ENSMUSG00000087981	259
ENSMUSG00000089310	110
ENSMUSG00000104558	129
ENSMUSG00000092905	215
ENSMUSG00000078604	144
ENSMUSG00000024527	3085
ENSMUSG00000095742	243
ENSMUSG00000044724	3922
ENSMUSG00000064414	104
ENSMUSG00000106081	141
ENSMUSG00000098597	115
ENSMUSG00000098589	122
ENSMUSG00000088144	121
ENSMUSG00000093015	101
ENSMUSG00000092912	98
ENSMUSG00000094599	94
ENSMUSG00000053121	300
ENSMUSG00000064596	133
ENSMUSG00000089030	328
ENSMUSG00000094834	78
ENSMUSG00000070063	129
ENSMUSG00000065305	67
ENSMUSG00000096310	107
ENSMUSG00000024668	3096
ENSMUSG00000077494	130
ENSMUSG00000066990	327
ENSMUSG00000093745	59
ENSMUSG00000096475	94
ENSMUSG00000065226	137
ENSMUSG00000075726	79
ENSMUSG00000094565	79
ENSMUSG00000064422	107
ENSMUSG00000095330	453
ENSMUSG00000077283	118
ENSMUSG00000089069	136
ENSMUSG00000089229	212
ENSMUSG00000084639	253
ENSMUSG00000089144	117
ENSMUSG00000065864	131
ENSMUSG00000074213	1610
ENSMUSG00000096219	119
ENSMUSG00000088222	132
ENSMUSG00000095176	129
ENSMUSG00000096076	80
ENSMUSG00000064796	423
ENSMUSG00000094703	107
ENSMUSG00000096112	126
ENSMUSG00000099012	128
ENSMUSG00000084493	127
ENSMUSG00000076305	93
ENSMUSG00000088071	104
ENSMUSG00000076948	87
ENSMUSG00000077980	84
ENSMUSG00000096398	110
ENSMUSG00000098978	202
ENSMUSG00000076323	99
ENSMUSG00000094183	129
ENSMUSG00000080536	122
ENSMUSG00000087936	125
ENSMUSG00000087982	93
ENSMUSG00000088015	90
ENSMUSG00000065792	157
ENSMUSG00000077445	132
ENSMUSG00000064642	79
ENSMUSG00000094917	79
ENSMUSG00000065328	200
ENSMUSG00000064871	66
ENSMUSG00000077278	128
ENSMUSG00000088408	103
ENSMUSG00000098367	77
ENSMUSG00000077228	132
ENSMUSG00000065647	136
ENSMUSG00000094943	121
ENSMUSG00000087891	324
ENSMUSG00000065353	205
ENSMUSG00000088775	311
ENSMUSG00000092829	77
ENSMUSG00000065661	107
ENSMUSG00000087859	106
ENSMUSG00000041360	3462
ENSMUSG00000077857	107
ENSMUSG00000087910	313
ENSMUSG00000104758	78
ENSMUSG00000088063	103
ENSMUSG00000096821	79
ENSMUSG00000089261	54
ENSMUSG00000093408	57
ENSMUSG00000065705	106
ENSMUSG00000064685	103
ENSMUSG00000065919	106
ENSMUSG00000064604	129
ENSMUSG00000088438	132
ENSMUSG00000089476	107
ENSMUSG00000105211	141
ENSMUSG00000105841	73
ENSMUSG00000084694	369
ENSMUSG00000064689	107
ENSMUSG00000089462	230
ENSMUSG00000093243	77
ENSMUSG00000084574	100
ENSMUSG00000098777	107
ENSMUSG00000065070	117
ENSMUSG00000096771	133
ENSMUSG00000065691	119
ENSMUSG00000080517	126
ENSMUSG00000061654	4349
ENSMUSG00000064617	109
ENSMUSG00000098809	67
ENSMUSG00000093999	107
ENSMUSG00000094283	79
ENSMUSG00000092997	98
ENSMUSG00000096605	79
ENSMUSG00000098297	59
ENSMUSG00000084636	294
ENSMUSG00000077366	131
ENSMUSG00000095828	79
ENSMUSG00000095311	107
ENSMUSG00000078620	120
ENSMUSG00000105256	138
ENSMUSG00000093142	82
ENSMUSG00000077399	132
ENSMUSG00000098251	62
ENSMUSG00000088825	110
ENSMUSG00000088421	337
ENSMUSG00000064566	111
ENSMUSG00000087879	228
ENSMUSG00000076360	104
ENSMUSG00000089320	130
ENSMUSG00000098663	73
ENSMUSG00000064740	137
ENSMUSG00000065444	87
ENSMUSG00000093914	121
ENSMUSG00000088608	127
ENSMUSG00000089302	124
ENSMUSG00000080370	120
ENSMUSG00000084520	149
ENSMUSG00000099268	78
ENSMUSG00000088332	105
ENSMUSG00000046139	4221
ENSMUSG00000089219	59
ENSMUSG00000006464	5581
ENSMUSG00000088212	161
ENSMUSG00000089539	102
ENSMUSG00000095160	110
ENSMUSG00000077142	131
ENSMUSG00000076983	90
ENSMUSG00000087992	117
ENSMUSG00000098560	98
ENSMUSG00000092710	134
ENSMUSG00000093886	126
ENSMUSG00000106465	49
ENSMUSG00000087880	127
ENSMUSG00000065443	85
ENSMUSG00000088632	281
ENSMUSG00000075006	312
ENSMUSG00000088858	132
ENSMUSG00000094887	2515
ENSMUSG00000095482	107
ENSMUSG00000064403	145
ENSMUSG00000104813	72
ENSMUSG00000068181	60
ENSMUSG00000080419	121
ENSMUSG00000087839	100
ENSMUSG00000098378	190
ENSMUSG00000095558	1497
ENSMUSG00000088884	117
ENSMUSG00000094352	1960
ENSMUSG00000088897	134
ENSMUSG00000095764	79
ENSMUSG00000089484	118
ENSMUSG00000096256	1710
ENSMUSG00000024870	1835
ENSMUSG00000099145	97
ENSMUSG00000080594	125
ENSMUSG00000095779	2723
ENSMUSG00000098844	109
ENSMUSG00000089544	108
ENSMUSG00000072963	2307
ENSMUSG00000093221	85
ENSMUSG00000088502	73
ENSMUSG00000089334	101
ENSMUSG00000080349	119
ENSMUSG00000042874	393
ENSMUSG00000096166	132
ENSMUSG00000094494	107
ENSMUSG00000092835	166
ENSMUSG00000080575	96
ENSMUSG00000089299	85
ENSMUSG00000024899	3635
ENSMUSG00000076039	108
ENSMUSG00000076123	79
ENSMUSG00000002274	1363
ENSMUSG00000002274	987
ENSMUSG00000088643	106
ENSMUSG00000094726	107
ENSMUSG00000098871	87
ENSMUSG00000088014	274
ENSMUSG00000077567	132
ENSMUSG00000088446	92
ENSMUSG00000095894	121
ENSMUSG00000065911	338
ENSMUSG00000089480	292
ENSMUSG00000089349	143
ENSMUSG00000065498	66
ENSMUSG00000064867	107
ENSMUSG00000084607	110
ENSMUSG00000095297	109
ENSMUSG00000064702	191
ENSMUSG00000088510	99
ENSMUSG00000093178	87
ENSMUSG00000092961	103
ENSMUSG00000076951	110
ENSMUSG00000094875	107
ENSMUSG00000098960	59
ENSMUSG00000094741	1224
ENSMUSG00000093286	124
ENSMUSG00000094980	164
ENSMUSG00000024194	597
ENSMUSG00000024194	639
ENSMUSG00000088366	248
ENSMUSG00000089005	99
ENSMUSG00000093031	256
ENSMUSG00000095690	657
ENSMUSG00000093226	111
ENSMUSG00000089260	93
ENSMUSG00000077539	130
ENSMUSG00000096447	79
ENSMUSG00000078025	80
ENSMUSG00000065859	107
ENSMUSG00000094576	1422
ENSMUSG00000098704	62
ENSMUSG00000077675	131
ENSMUSG00000094670	114
ENSMUSG00000101392	107
ENSMUSG00000095849	109
ENSMUSG00000089136	102
ENSMUSG00000092698	68
ENSMUSG00000098968	104
ENSMUSG00000098579	65
ENSMUSG00000080613	58
ENSMUSG00000087973	144
ENSMUSG00000065295	71
ENSMUSG00000095584	107
ENSMUSG00000094605	107
ENSMUSG00000093153	70
ENSMUSG00000098680	77
ENSMUSG00000095070	107
ENSMUSG00000098511	60
ENSMUSG00000077417	125
ENSMUSG00000058625	1041
ENSMUSG00000080659	121
ENSMUSG00000093246	88
ENSMUSG00000088339	82
ENSMUSG00000098703	99
ENSMUSG00000095898	107
ENSMUSG00000099196	60
ENSMUSG00000094068	79
ENSMUSG00000071650	3862
ENSMUSG00000098979	155
ENSMUSG00000099076	86
ENSMUSG00000065147	130
ENSMUSG00000088439	288
ENSMUSG00000077538	132
ENSMUSG00000092807	110
ENSMUSG00000077595	119
ENSMUSG00000084661	128
ENSMUSG00000099326	78
ENSMUSG00000076318	86
ENSMUSG00000031861	5800
ENSMUSG00000031861	5701
ENSMUSG00000093762	94
ENSMUSG00000098407	120
ENSMUSG00000088615	109
ENSMUSG00000095505	837
ENSMUSG00000092687	63
ENSMUSG00000065596	69
ENSMUSG00000088270	103
ENSMUSG00000077499	132
ENSMUSG00000098656	64
ENSMUSG00000077085	110
ENSMUSG00000094411	99
ENSMUSG00000089427	134
ENSMUSG00000094572	121
ENSMUSG00000088863	62
ENSMUSG00000084682	287
ENSMUSG00000095346	87
ENSMUSG00000065587	77
ENSMUSG00000105131	60
ENSMUSG00000065548	88
ENSMUSG00000076407	110
ENSMUSG00000065441	76
ENSMUSG00000089085	178
ENSMUSG00000090805	66
ENSMUSG00000095944	119
ENSMUSG00000077524	114
ENSMUSG00000065208	139
ENSMUSG00000096341	107
ENSMUSG00000084527	105
ENSMUSG00000079614	3516
ENSMUSG00000095723	109
ENSMUSG00000087812	140
ENSMUSG00000098772	105
ENSMUSG00000092819	132
ENSMUSG00000065379	133
ENSMUSG00000064409	124
ENSMUSG00000095165	107
ENSMUSG00000093092	101
ENSMUSG00000084666	308
ENSMUSG00000084466	104
ENSMUSG00000084742	120
ENSMUSG00000077196	131
ENSMUSG00000089228	104
ENSMUSG00000099004	80
ENSMUSG00000076014	97
ENSMUSG00000105723	54
ENSMUSG00000063796	3478
ENSMUSG00000063796	3398
ENSMUSG00000094976	110
ENSMUSG00000088233	114
ENSMUSG00000088002	99
ENSMUSG00000077832	93
ENSMUSG00000077110	110
ENSMUSG00000065055	98
ENSMUSG00000076037	109
ENSMUSG00000080498	86
ENSMUSG00000098621	58
ENSMUSG00000077096	65
ENSMUSG00000064916	102
ENSMUSG00000088152	172
ENSMUSG00000094270	119
ENSMUSG00000077406	164
ENSMUSG00000095023	107
ENSMUSG00000094937	108
ENSMUSG00000095047	101
ENSMUSG00000078590	72
ENSMUSG00000096182	107
ENSMUSG00000094026	107
ENSMUSG00000065431	71
ENSMUSG00000077643	129
ENSMUSG00000095507	92
ENSMUSG00000088200	149
ENSMUSG00000065483	89
ENSMUSG00000096785	119
ENSMUSG00000088060	143
ENSMUSG00000091604	300
ENSMUSG00000064853	134
ENSMUSG00000092732	76
ENSMUSG00000077795	125
ENSMUSG00000094621	121
ENSMUSG00000105569	114
ENSMUSG00000075024	2483
ENSMUSG00000088983	79
ENSMUSG00000043789	3540
ENSMUSG00000077938	91
ENSMUSG00000077402	129
ENSMUSG00000092871	115
ENSMUSG00000076041	80
ENSMUSG00000065410	82
ENSMUSG00000065804	161
ENSMUSG00000075893	107
ENSMUSG00000025024	2125
ENSMUSG00000077574	108
ENSMUSG00000065564	85
ENSMUSG00000088335	134
ENSMUSG00000099129	74
ENSMUSG00000088647	94
ENSMUSG00000084513	118
ENSMUSG00000089317	71
ENSMUSG00000077836	84
ENSMUSG00000096379	1083
ENSMUSG00000095705	108
ENSMUSG00000077703	131
ENSMUSG00000094815	70
ENSMUSG00000064436	166
ENSMUSG00000092124	1240
ENSMUSG00000051490	2345
ENSMUSG00000105908	71
ENSMUSG00000065464	65
ENSMUSG00000080330	120
ENSMUSG00000087946	322
ENSMUSG00000084674	268
ENSMUSG00000056885	600
ENSMUSG00000093173	77
ENSMUSG00000088902	267
ENSMUSG00000098660	130
ENSMUSG00000024785	1803
ENSMUSG00000093170	70
ENSMUSG00000095108	468
ENSMUSG00000093306	102
ENSMUSG00000077652	167
ENSMUSG00000094603	100
ENSMUSG00000088994	284
ENSMUSG00000064433	112
ENSMUSG00000070235	110
ENSMUSG00000077420	66
ENSMUSG00000088458	103
ENSMUSG00000098963	180
ENSMUSG00000070175	102
ENSMUSG00000071649	1601
ENSMUSG00000092719	122
ENSMUSG00000096392	79
ENSMUSG00000077696	114
ENSMUSG00000064722	129
ENSMUSG00000080363	121
ENSMUSG00000096201	675
ENSMUSG00000096201	681
ENSMUSG00000084532	109
ENSMUSG00000098365	118
ENSMUSG00000093073	109
ENSMUSG00000095738	116
ENSMUSG00000064510	107
ENSMUSG00000077184	129
ENSMUSG00000084459	74
ENSMUSG00000096646	1395
ENSMUSG00000064477	97
ENSMUSG00000088077	104
ENSMUSG00000065935	107
ENSMUSG00000065367	107
ENSMUSG00000106409	68
ENSMUSG00000095728	1218
ENSMUSG00000091744	821
ENSMUSG00000088658	108
ENSMUSG00000077559	132
ENSMUSG00000095379	106
ENSMUSG00000076458	108
ENSMUSG00000096212	108
ENSMUSG00000077462	135
ENSMUSG00000053603	1245
ENSMUSG00000077554	125
ENSMUSG00000089542	144
ENSMUSG00000089326	94
ENSMUSG00000094847	79
ENSMUSG00000092086	1604
ENSMUSG00000105379	58
ENSMUSG00000095068	107
ENSMUSG00000064579	163
ENSMUSG00000069622	1126
ENSMUSG00000098622	105
ENSMUSG00000098350	77
ENSMUSG00000095652	119
ENSMUSG00000092123	57
ENSMUSG00000098482	114
ENSMUSG00000088257	128
ENSMUSG00000087867	132
ENSMUSG00000105635	79
ENSMUSG00000024827	3754
ENSMUSG00000064397	321
ENSMUSG00000093039	87
ENSMUSG00000089284	132
ENSMUSG00000094059	79
ENSMUSG00000088833	96
ENSMUSG00000065589	86
ENSMUSG00000088326	275
ENSMUSG00000095878	96
ENSMUSG00000093044	110
ENSMUSG00000089468	64
ENSMUSG00000089417	343
ENSMUSG00000098395	361
ENSMUSG00000098752	62
ENSMUSG00000096147	164
ENSMUSG00000084485	301
ENSMUSG00000098874	184
ENSMUSG00000089409	119
ENSMUSG00000077613	132
ENSMUSG00000065513	90
ENSMUSG00000076444	76
ENSMUSG00000077682	132
ENSMUSG00000088975	116
ENSMUSG00000095757	110
ENSMUSG00000065402	66
ENSMUSG00000098756	110
ENSMUSG00000064655	131
ENSMUSG00000089453	258
ENSMUSG00000070203	108
ENSMUSG00000087796	97
ENSMUSG00000065273	76
ENSMUSG00000065280	76
ENSMUSG00000098657	94
ENSMUSG00000088749	276
ENSMUSG00000065311	105
ENSMUSG00000065472	71
ENSMUSG00000095951	77
ENSMUSG00000087933	113
ENSMUSG00000105621	89
ENSMUSG00000087847	275
ENSMUSG00000098281	80
ENSMUSG00000077221	111
ENSMUSG00000076238	94
ENSMUSG00000088982	106
ENSMUSG00000089218	103
ENSMUSG00000089571	80
ENSMUSG00000088147	124
ENSMUSG00000105997	107
ENSMUSG00000077615	69
ENSMUSG00000076066	110
ENSMUSG00000099135	122
ENSMUSG00000095947	126
ENSMUSG00000077493	93
ENSMUSG00000065585	106
ENSMUSG00000088159	120
ENSMUSG00000099283	70
ENSMUSG00000088227	80
ENSMUSG00000077802	113
ENSMUSG00000064481	159
ENSMUSG00000060224	3119
ENSMUSG00000089292	110
ENSMUSG00000084651	80
ENSMUSG00000064927	158
ENSMUSG00000065289	70
ENSMUSG00000089508	116
ENSMUSG00000094093	78
ENSMUSG00000065763	110
ENSMUSG00000088248	94
ENSMUSG00000065417	98
ENSMUSG00000093363	125
ENSMUSG00000099303	121
ENSMUSG00000105768	83
ENSMUSG00000099243	294
ENSMUSG00000077641	134
ENSMUSG00000065374	147
ENSMUSG00000106242	138
ENSMUSG00000088818	301
ENSMUSG00000088654	119
ENSMUSG00000064634	133
ENSMUSG00000093802	94
ENSMUSG00000098394	193
ENSMUSG00000065727	104
ENSMUSG00000095542	94
ENSMUSG00000093897	126
ENSMUSG00000089472	131
ENSMUSG00000105367	100
ENSMUSG00000065198	104
ENSMUSG00000095336	127
ENSMUSG00000098879	58
ENSMUSG00000065145	143
ENSMUSG00000094407	94
ENSMUSG00000064739	94
ENSMUSG00000093327	88
ENSMUSG00000064569	131
ENSMUSG00000096692	107
ENSMUSG00000099086	60
ENSMUSG00000098403	95
ENSMUSG00000093192	105
ENSMUSG00000065262	122
ENSMUSG00000064694	321
ENSMUSG00000064734	107
ENSMUSG00000065552	69
ENSMUSG00000078027	80
ENSMUSG00000094020	107
ENSMUSG00000099117	103
ENSMUSG00000096346	107
ENSMUSG00000080410	83
ENSMUSG00000095805	107
ENSMUSG00000093856	104
ENSMUSG00000092953	84
ENSMUSG00000096677	94
ENSMUSG00000096306	79
ENSMUSG00000098823	137
ENSMUSG00000089016	281
ENSMUSG00000099259	66
ENSMUSG00000095155	94
ENSMUSG00000089597	135
ENSMUSG00000064761	130
ENSMUSG00000089230	58
ENSMUSG00000070107	107
ENSMUSG00000094587	79
ENSMUSG00000099275	117
ENSMUSG00000089267	144
ENSMUSG00000084504	103
ENSMUSG00000077344	125
ENSMUSG00000065421	94
ENSMUSG00000080689	129
ENSMUSG00000084437	102
ENSMUSG00000092799	117
ENSMUSG00000077925	82
ENSMUSG00000084597	286
ENSMUSG00000099089	108
ENSMUSG00000088402	84
ENSMUSG00000092958	84
ENSMUSG00000098566	131
ENSMUSG00000094457	126
ENSMUSG00000096163	107
ENSMUSG00000089309	130
ENSMUSG00000088116	105
ENSMUSG00000065503	99
ENSMUSG00000105014	138
ENSMUSG00000021676	5771
ENSMUSG00000065378	65
ENSMUSG00000065403	96
ENSMUSG00000098683	233
ENSMUSG00000088993	67
ENSMUSG00000094067	121
ENSMUSG00000095639	94
ENSMUSG00000098939	107
ENSMUSG00000088856	144
ENSMUSG00000099058	66
ENSMUSG00000088824	126
ENSMUSG00000096124	107
ENSMUSG00000094888	79
ENSMUSG00000106130	94
ENSMUSG00000064727	132
ENSMUSG00000077235	131
ENSMUSG00000087943	57
ENSMUSG00000084558	108
ENSMUSG00000094389	94
ENSMUSG00000093249	248
ENSMUSG00000089590	63
ENSMUSG00000096765	119
ENSMUSG00000076180	110
ENSMUSG00000099230	65
ENSMUSG00000089137	94
ENSMUSG00000070225	119
ENSMUSG00000096510	121
ENSMUSG00000088219	93
ENSMUSG00000095624	107
ENSMUSG00000094982	107
ENSMUSG00000077789	122
ENSMUSG00000093269	72
ENSMUSG00000084452	300
ENSMUSG00000088854	125
ENSMUSG00000088426	62
ENSMUSG00000089575	136
ENSMUSG00000064918	70
ENSMUSG00000076320	99
ENSMUSG00000093278	87
ENSMUSG00000096117	104
ENSMUSG00000065330	107
ENSMUSG00000095458	94
ENSMUSG00000077487	130
ENSMUSG00000093960	119
ENSMUSG00000098743	126
ENSMUSG00000092668	117
ENSMUSG00000067292	198
ENSMUSG00000076304	110
ENSMUSG00000077504	107
ENSMUSG00000089278	131
ENSMUSG00000080473	121
ENSMUSG00000065526	97
ENSMUSG00000095891	684
ENSMUSG00000095891	645
ENSMUSG00000095891	675
ENSMUSG00000095891	681
ENSMUSG00000095891	639
ENSMUSG00000095891	669
ENSMUSG00000095891	672
ENSMUSG00000095891	681
ENSMUSG00000095891	669
ENSMUSG00000094911	1083
ENSMUSG00000074215	1577
ENSMUSG00000074210	1733
ENSMUSG00000049427	731
ENSMUSG00000097169	471
ENSMUSG00000066809	78
ENSMUSG00000065298	162
ENSMUSG00000095772	72
ENSMUSG00000088021	148
ENSMUSG00000065397	65
ENSMUSG00000088591	107
ENSMUSG00000095122	121
ENSMUSG00000105468	58
ENSMUSG00000094287	94
ENSMUSG00000098651	61
ENSMUSG00000098938	94
ENSMUSG00000070141	85
ENSMUSG00000098483	64
ENSMUSG00000093138	53
ENSMUSG00000089168	99
ENSMUSG00000098503	88
ENSMUSG00000105984	121
ENSMUSG00000089387	111
ENSMUSG00000088629	273
ENSMUSG00000096406	119
ENSMUSG00000065676	69
ENSMUSG00000084588	82
ENSMUSG00000087913	78
ENSMUSG00000065815	107
ENSMUSG00000065371	160
ENSMUSG00000077535	94
ENSMUSG00000065619	70
ENSMUSG00000065395	66
ENSMUSG00000093952	119
ENSMUSG00000105098	153
ENSMUSG00000065492	84
ENSMUSG00000088947	132
ENSMUSG00000080609	121
ENSMUSG00000092696	77
ENSMUSG00000088419	134
ENSMUSG00000064442	135
ENSMUSG00000088314	125
ENSMUSG00000077214	129
ENSMUSG00000088890	136
ENSMUSG00000089501	122
ENSMUSG00000088365	242
ENSMUSG00000098607	126
ENSMUSG00000064390	71
ENSMUSG00000094096	110
ENSMUSG00000065628	84
ENSMUSG00000065340	104
ENSMUSG00000105029	93
ENSMUSG00000080359	66
ENSMUSG00000088320	110
ENSMUSG00000065160	84
ENSMUSG00000084613	112
ENSMUSG00000070078	75
ENSMUSG00000098493	116
ENSMUSG00000088929	71
ENSMUSG00000098265	236
ENSMUSG00000095635	107
ENSMUSG00000065813	112
ENSMUSG00000089392	109
ENSMUSG00000077409	107
ENSMUSG00000084621	134
ENSMUSG00000093997	79
ENSMUSG00000076042	110
ENSMUSG00000088303	104
ENSMUSG00000098431	55
ENSMUSG00000096895	107
ENSMUSG00000064801	107
ENSMUSG00000088506	152
ENSMUSG00000077677	104
ENSMUSG00000099169	122
ENSMUSG00000064417	72
ENSMUSG00000065392	75
ENSMUSG00000077501	129
ENSMUSG00000089004	111
ENSMUSG00000065944	191
ENSMUSG00000089298	288
ENSMUSG00000098981	60
ENSMUSG00000084645	324
ENSMUSG00000080610	68
ENSMUSG00000098379	101
ENSMUSG00000093428	96
ENSMUSG00000089081	104
ENSMUSG00000097770	1872
ENSMUSG00000097774	1968
ENSMUSG00000097345	1696
ENSMUSG00000097872	4570
ENSMUSG00000097857	2861
ENSMUSG00000097837	4312
ENSMUSG00000097235	1010
ENSMUSG00000097377	2320
ENSMUSG00000097843	2657
ENSMUSG00000097868	887
ENSMUSG00000097317	3589
ENSMUSG00000097799	3328
ENSMUSG00000097458	1760
ENSMUSG00000097818	1440
ENSMUSG00000097722	1787
ENSMUSG00000096972	5115
ENSMUSG00000096972	4878
ENSMUSG00000097065	1913
ENSMUSG00000097514	1449
ENSMUSG00000097879	3523
ENSMUSG00000097460	1594
ENSMUSG00000097723	2467
ENSMUSG00000097103	1442
ENSMUSG00000097796	2384
ENSMUSG00000097566	3955
ENSMUSG00000097759	2731
ENSMUSG00000096975	1423
ENSMUSG00000097517	1251
ENSMUSG00000097518	1902
ENSMUSG00000097523	709
ENSMUSG00000097090	1650
ENSMUSG00000097305	2782
ENSMUSG00000097861	2040
ENSMUSG00000097390	2914
ENSMUSG00000097560	1742
ENSMUSG00000097095	1508
ENSMUSG00000097625	1413
ENSMUSG00000097567	2289
ENSMUSG00000097791	2504
ENSMUSG00000097312	1170
ENSMUSG00000097312	1143
ENSMUSG00000097312	1170
ENSMUSG00000097469	2046
ENSMUSG00000097422	2215
ENSMUSG00000097355	548
ENSMUSG00000097334	684
ENSMUSG00000097734	2478
ENSMUSG00000097672	852
ENSMUSG00000097036	777
ENSMUSG00000097720	1842
ENSMUSG00000096976	1537
ENSMUSG00000097258	4476
ENSMUSG00000097524	4869
ENSMUSG00000097645	624
ENSMUSG00000097128	3074
ENSMUSG00000097301	2200
ENSMUSG00000097578	2837
ENSMUSG00000097234	3270
ENSMUSG00000097815	2981
ENSMUSG00000097364	3220
ENSMUSG00000097206	2291
ENSMUSG00000097138	2538
ENSMUSG00000097598	1672
ENSMUSG00000097579	1361
ENSMUSG00000096931	2972
ENSMUSG00000097505	1310
ENSMUSG00000097444	1466
ENSMUSG00000097824	1970
ENSMUSG00000097037	1360
ENSMUSG00000097468	1020
ENSMUSG00000097197	1684
ENSMUSG00000096946	2743
ENSMUSG00000096919	2197
ENSMUSG00000097340	4429
ENSMUSG00000096978	918
ENSMUSG00000096926	2361
ENSMUSG00000097553	1616
ENSMUSG00000097755	2400
ENSMUSG00000097755	678
ENSMUSG00000097507	3498
ENSMUSG00000097080	1173
ENSMUSG00000097080	1564
ENSMUSG00000096982	1774
ENSMUSG00000097707	3340
ENSMUSG00000096948	1232
ENSMUSG00000096948	2988
ENSMUSG00000097618	1410
ENSMUSG00000097907	2547
ENSMUSG00000097835	698
ENSMUSG00000097712	2301
ENSMUSG00000097666	1027
ENSMUSG00000097738	1033
ENSMUSG00000097738	886
ENSMUSG00000097554	2026
ENSMUSG00000097236	1028
ENSMUSG00000097453	1134
ENSMUSG00000097479	3135
ENSMUSG00000097135	3306
ENSMUSG00000097489	411
ENSMUSG00000097367	1378
ENSMUSG00000097904	1833
ENSMUSG00000097152	996
ENSMUSG00000097213	1874
ENSMUSG00000097338	2551
ENSMUSG00000097599	3025
ENSMUSG00000097252	1804
ENSMUSG00000097420	1991
ENSMUSG00000097420	1436
ENSMUSG00000097753	1818
ENSMUSG00000097737	3941
ENSMUSG00000097136	3429
ENSMUSG00000097542	4245
ENSMUSG00000097775	891
ENSMUSG00000097501	1196
ENSMUSG00000097284	1034
ENSMUSG00000097284	3326
ENSMUSG00000097172	1658
ENSMUSG00000097142	3805
ENSMUSG00000097358	2868
ENSMUSG00000097859	3551
ENSMUSG00000097838	3837
ENSMUSG00000097461	2649
ENSMUSG00000097151	4231
ENSMUSG00000097059	1780
ENSMUSG00000097242	2317
ENSMUSG00000097066	521
ENSMUSG00000097118	1102
ENSMUSG00000097659	1095
ENSMUSG00000097033	5128
ENSMUSG00000097582	1948
ENSMUSG00000097544	711
ENSMUSG00000097230	4010
ENSMUSG00000097263	1017
ENSMUSG00000097839	627
ENSMUSG00000097928	4611
ENSMUSG00000097257	966
ENSMUSG00000097474	3216
ENSMUSG00000097695	6621
ENSMUSG00000097609	3655
ENSMUSG00000096943	992
ENSMUSG00000097193	705
ENSMUSG00000097026	6243
ENSMUSG00000097380	2448
ENSMUSG00000097109	2095
ENSMUSG00000097272	3196
ENSMUSG00000097131	2025
ENSMUSG00000097131	1649
ENSMUSG00000097131	3096
ENSMUSG00000097285	470
ENSMUSG00000096941	3538
ENSMUSG00000097454	1636
ENSMUSG00000097540	973
ENSMUSG00000097014	746
ENSMUSG00000096984	1658
ENSMUSG00000097045	954
ENSMUSG00000097347	2550
ENSMUSG00000097615	2761
ENSMUSG00000097590	1525
ENSMUSG00000097056	1986
ENSMUSG00000097764	3199
ENSMUSG00000097332	588
ENSMUSG00000097867	1603
ENSMUSG00000097344	2771
ENSMUSG00000097757	1346
ENSMUSG00000097551	1242
ENSMUSG00000097541	1537
ENSMUSG00000097300	3274
ENSMUSG00000096924	1164
ENSMUSG00000097008	1489
ENSMUSG00000097811	1850
ENSMUSG00000097013	1793
ENSMUSG00000097889	3973
ENSMUSG00000097718	2526
ENSMUSG00000096945	4276
ENSMUSG00000097664	692
ENSMUSG00000097201	1957
ENSMUSG00000097869	3679
ENSMUSG00000097526	2109
ENSMUSG00000097353	1997
ENSMUSG00000096954	5003
ENSMUSG00000097159	1172
ENSMUSG00000097329	1699
ENSMUSG00000097417	1808
ENSMUSG00000097369	1746
ENSMUSG00000097703	850
ENSMUSG00000097208	971
ENSMUSG00000097667	2596
ENSMUSG00000096947	787
ENSMUSG00000097698	1228
ENSMUSG00000097233	3877
ENSMUSG00000097404	1933
ENSMUSG00000097862	1852
ENSMUSG00000097557	1142
ENSMUSG00000097930	2054
ENSMUSG00000097735	1038
ENSMUSG00000097735	1314
ENSMUSG00000097855	2319
ENSMUSG00000097855	1145
ENSMUSG00000097855	2099
ENSMUSG00000097787	1641
ENSMUSG00000097558	3100
ENSMUSG00000097558	1395
ENSMUSG00000097591	1919
ENSMUSG00000097792	1097
ENSMUSG00000097740	1266
ENSMUSG00000097683	958
ENSMUSG00000097690	945
ENSMUSG00000096996	2799
ENSMUSG00000097446	2276
ENSMUSG00000097636	2259
ENSMUSG00000097636	1633
ENSMUSG00000097636	5292
ENSMUSG00000097779	1485
ENSMUSG00000097632	2496
ENSMUSG00000097785	1642
ENSMUSG00000097374	1817
ENSMUSG00000097038	2652
ENSMUSG00000097246	3221
ENSMUSG00000097674	1024
ENSMUSG00000097660	5284
ENSMUSG00000096990	2291
ENSMUSG00000096980	2927
ENSMUSG00000097864	1349
ENSMUSG00000097912	1189
ENSMUSG00000097423	1555
ENSMUSG00000097220	3189
ENSMUSG00000097751	1997
ENSMUSG00000097860	3347
ENSMUSG00000097094	2029
ENSMUSG00000097019	1882
ENSMUSG00000097459	619
ENSMUSG00000097005	628
ENSMUSG00000097123	2146
ENSMUSG00000097681	1274
ENSMUSG00000097249	2252
ENSMUSG00000096987	3616
ENSMUSG00000097873	3615
ENSMUSG00000097337	2439
